feature type = k=10, feature = telephone, log-likelihood score = 3.95124, sense = phone
feature type = k=10, feature = 31, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = conceivable, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = interview, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = attributed, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = performance, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = demand, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = allow, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = manage, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = os/2, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = april, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = along, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = recover, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = precious, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = moments, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = bible, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = illustrated, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = cherubic, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = children's, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = characters, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = delayed, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = lack, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = necessary, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = sodium, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = anti, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = arthritic, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = diagnostics, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = showed, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = while, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = animal, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = questions, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = wordperfect, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = provides, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = customers', log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = toy, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = extensions, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = several, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = hasbro's, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = rock, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = jem, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = firms, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = trading, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = possibly, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = avoid, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = chaps, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = ralph, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = lauren, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = my, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = caneton, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = distant, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = saying, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = apologetically, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = m'excuse, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = beretta, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = highest, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = volume, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = vehicles, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = break, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = ask, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = mind, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = rang, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = russell, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = large, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = persuade, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = create, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = oversize, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = clothes, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = stocked, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = stores, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = raising, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = 1989, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = levels, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = didn't, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = opened, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = los, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = angeles, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = overloaded, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = chutes, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = someone, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = forgot, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = swore, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = viciously, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = quaker, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = oats, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = $235, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = $4, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = 5, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = grabbed, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = 100, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = worst, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = supermarkets, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = inflation, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = ridden, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = 1970s, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = offered, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = relatively, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = sections, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = weinberger, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = spoke, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = unsecured, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = reagan, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = aboard, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = force, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = currently, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = uses, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = combination, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = transmit, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = video, log-likelihood score = 0.69315, sense = phone
feature type = k=10, feature = subsidize, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = research, log-likelihood score = 0.69315, sense = product
feature type = k=10, feature = profits, log-likelihood score = 0.69315, sense = product
